comment,date,rate,max_rate
"I'd been psyched up a bit after hearing about this film for months, back into 2006 even. Leaked pictures and rumours piqued my interest and I hoped beyond hope it wouldn't be bogged down in some meaningless tale (a la Spider-Man 3) or be utterly preposterous (geared towards fans or kiddies only.) As it turned out the film has a couple human threads entwined in the tale of the Transformers. Some of it's cute, a good bit of humour and doesn't get bogged down in it. Some of it is silly, but it still works well as an action movie. Optimimus Prime (and the other autobots) are bit bit impatient and it's inspired comedy to watch these metal monsters creeping around and trying to hide.The action sequences are fast, very fast. I have been informed I missed a couple details, not necessary to enjoying the film, but perhaps meaningful to the character of a certain Decepticon. The action moves along very well and when the final battle takes place it's fast and furious. Saturday morning cartoons were never like this. The Transformers were never like this and this, this is GREAT! For those looking to nitpick plot-holes or the re-imagining of your childhood, you may as well stay home and play with your Rockem-Sockem Robots, because this is going to be different. I didn't mind one bit as I was watching a spectacle which suited the big screen. I'll see this again and again. Fun and exciting, well executed.To Mr. Bay and his team, well done lads! Well done!","Jul 4, 2007",9,/10
"When I first entered the cinema, I thought this was going to be another childish, immature movie with a an amateur plot. I quickly thought again. Suddenly, we were flashed into a film, in which children, teenagers and adults would thoroughly enjoy. If you like action, adventure and thoughts far beyond the imagination, this film is definitely for you!! With occasional scenes of comedy, which give that extra touch to the film, this film definitely keeps you on the edge of your seat. Typical life for teenagers is combined with fantasy and happenings in this remarkable movie. Some negative points include occasional glitches in special effects and some make-up mistakes. Overall, it is a must see film which I thoroughly enjoyed.","Aug 1, 2007",8,/10
"And by that I mean the ""fight"" between Optimus Prime and the evil bot. I was stupid enough to ask my friend going to the cinema.... watching 3 hours of a) eye candy Megan Fox, who looks like she's constantly drenched for a wet t-shirt contest and b) watching incredibly poor CGI heaps of garbage ""fighting"". I actually got a headache of what looked like to landfills barking together. That this junk has got 14 sequels or thereabout, says very much about the state of modern movie industry.","Mar 29, 2022",1,/10
"Somewhere, someone in the upper echelons of some toy factory is finally having their day. They had to have thought that toys that could transform from diesel trucks and sports cars to giant robots would make a good impact beyond the TV screen. They had a go at it in 1986 with the animated ""Transformers: The Movie"", but now, CG technology has caught up with the toys and has given to us a live-action ""Transformers"".What we have here is an action-packed, non-stop wall-to-wall thriller. A movie so aptly named has a whole lot of transforming going on, and some of it happens so fast that the viewer is still piecing it all together through the following scenes.With all due respect to other 2007 big summer hits that have been released so far, like ""Pirates of the Caribbean: At World's End"", ""Oceans Thirteen"", and ""Spiderman 3"", ""Transformers"" is the one that packs in as much of the action and comedy that's possible in a 130 minute stuff-goes-boom movie. Whenever the action would slow up enough to relax the audience and allow some funny stuff to happen, some scenes induced such hearty laughter that my sides would ache until the action revved back up.This was the first PR screening I had attended in quite some time, and it reminded me of why I believe it's a better experience than the general release. It's free, obviously. More importantly, it's guaranteed that most in attendance are at least casual fans of the subject matter and most importantly...the atmosphere is electric because there is crowd reaction. Accompanied with raucous applause is the beginning, key scenes, and end of the show. Big reveals are met with theatre-wide gasps and groans of anticipation. And every time the signature sound of a transformation occurred, there were nuts in the crowd (such as me) that would gleefully cackle. With that...I have to admit. I was childishly hoping to find some Solstice in the parking lot transform into an Autobot. Laugh it up, Hasbro and Michael Bay...""Transformers"" will bring out the die hard fan or inner child in just about everyone. There is much more here than meets the eye!""Transformers"" gets a perfect 10 of 10 stars.","Jun 28, 2007",10,/10
"While everyone seem to love this film, I can't find anything appealing to me. Some people said that this is one of the greatest movies of all time when clearly it's not. I don't know what most people look for in a movie these days but it's certain that they don't look for a good movie. They prefer robots and explosions above clever plots and great performances.What we have here is a cliché filled film. From the very beginning until the very end. I don't know about you but I can't enjoy those things. Perhaps this has something to do with the fact that I have watched really impressive movies and most movies nowadays are not up to them.On the other hand I must say that the animation and special effects were incredible. I still can't believe the quality it reached. The interaction between robots and humans was great also, it was like they were actually talking. But the merits of this movie end there. It has one of the most mediocre plots added with really average performances.When some people and I were talking, I asked them what was about this movie that they loved so much, and their answers always were: ""The robots looked incredible"". But does that make a film good? The answer is certainly no.","Apr 2, 2009",3,/10
"On a scale of 1 to 10, I give this movie a 10, with 1 stipulation which I will expound on in just a moment.The movie was very well written. Orci and Kurtzman have proved themselves time and time again while working with J.J. Abrams. These polished writers were able to mix up enough of the traditional Transformers storyline while putting in a horde of exciting scenes and a driving storyline.The film making was exceptional. The editing made the movie easily viewable and the extravagant special effects added to the ""wow"" effect of the whole movie.Now about that stipulation I was talking about. In one scene, when Witwicky's mother was wondering about his delay in opening up his bedroom door, she asked ""Were you masturbating?"" I submit that this did nothing but drag the movie down. I am from Utah where Mormonism is the most prominent religion, and they, as well as several other religions, believe that any sexual act before marriage (including masturbation) is strictly forbidden by commandment. Therefore the open discussion of masturbation is as much a taboo as talking about any other sexual act.Friends of mine were so offended at this mention of masturbation that they got up and left the theater. I cannot blame them. At this juncture in the movie, I was uncomfortable, while holding my wife's hand (having been married nearly 3 years). I quickly looked around the theater to notice that most of the seats were filled with pre-adolescent youth. I sympathize with the parents of all those who took their children to the movie and were confronted with this dilemma.I'm sure there are millions of people who had no problem with the comment, but I believe IT IS NOT HOLLYWOODS PLACE to teach (or incite a discussion about) the birds and the bees to our youth.At the video rental store, I got into a discussion with one young mother (about this particular movie scene) who informed me that ""I won't be taking my children to see Transformers, now that you've told me that."" The movie was great, but I'm not going to buy a copy of the movie until I can find a way to edit that phrase out of the movie.","Aug 8, 2007",10,/10
"Everyone I went to see Transformers with echoed my sentiment: ""I had high hopes for this movie, I was a little wary, but it blew my expectations away!"" Being Transformers, it could have been really terrible and campy, but it truly rose to the occasion! The timing was excellent and made me sit up on the edge of my seat. The animations were perfect, and the characters fleshed out well. The story (and many of the lines in the movie) were fairly standard, and Shia LaBeouf was the same character that he plays in every movie he's in. But honestly, in stead of working AGAINST it, these ""flaws"" worked FOR the movie. And amazing movie, and you should go see it. Right now.","Jul 3, 2007",9,/10
"Transformers started as a toy line in 1984, soon transforming into comic books, television shows and now movies, with the first being released in 2007, directed by Michael Bay. Transformers stars Megan Fox, Shia LaBeouf, Rachael Taylor, Josh Duhamel, Rosie Huntington-Whiteley, and Peter Cullen.Robots known as Autobots and Decepticons have come to Earth. The Decepticons want the cube, which can create or destroy worlds. With the help of Sam Witwicky (Shia LaBeouf) and Mikaela Banes (Megan Fox), the Autobots must destroy the cube to keep it from falling into the wrong hands.I watched Transformers when I was younger but I'm glad I watched it again. There were many things I had forgotten I liked about the movie, such as the action throughout the film with some funny moments mixed in.To blend in, the Autobots and Decepticons transform themselves into everyday objects such as a car or a radio. I'm reminded of how McGonagall, James and Sirius, could transform themselves into various animals in Harry Potter. In both films, I found this entertaining.Between what's happening with the military in Qatar and the events happening where Sam is, there's lots of action scenes. My favorite was when Sam was chasing his car, I found it extremely funny. The car was driving on its own while Sam was running after it and yelling at it. He thought someone stole it. If you like action movies with light humor, you should watch Transformers.","Jun 6, 2023",8,/10
"As someone old enough to remember the original transformers-mania I was totally disappointed to see another opportunity to re-produce an 80's great wasted. After multi million dollar SFX , none of the transformers look accurate to me, the CGI looks out of place against real time capture and Bay's shaky-style camera work set pieces doesn't work . I couldn't work out what this was supposed to be, the script was something out of a kids movie, but the set pieces pulled from a wannabe combat flick. The movie falls short on both levels Another turkey to add to Michael Bays list of big-budget garbage pile that includes Bad Boys, Bad Boys2, Pear Harbour and producing a string of crap attempts at horror remakes.","Feb 5, 2010",3,/10
"This is a complete guilty pleasure for me. No it isn't a great film & Megan Fox is nothing more than eye candy but damn she looks good, although kind of whorish, but that's OK w/me. The sound, special effects & the huge set pieces are what make this a fun film. As good as it was in theaters it looks just as good @ home w/the Blu-Ray. Crank up the sound & wow it sounds cool. I have a Wide Screen 37 inch TV but man I bet my rating would be even higher if I had a 50 plus one. I am looking forward to the sequel as it looks even bigger and better & I'm sure when it hit's Blu-Ray it will be kick-butt! Even if you didn't like the film, this is a perfect film to watch on Blu-Ray that is for sure. Get this Used & watch the great sequences especially the end as it looks and sounds superior especially compared to the now defunct regular DVD. Skip some of the relatively dumb plot & watch the robots kick each others butts because it is very cool. Nothing but praise but I gave it 2 extras stars just because of the excellence of the Blu-Ray experience.","May 20, 2009",8,/10
,"Jun 7, 2009",1,/10
"This is a big screen must see! With a summer loaded, perhaps OVER-Loaded with sequels we get an incredible surprise from Michael Bay in Transformers. Without a doubt, the visuals in this film are the main attraction, and ILM clearly made every effort to impress to create one of the best animation to live action films in the recent or distant memory. The human cast is exceptional Shia Lebaouf is humorous and more impressively believable, Megan Fox nor Josh Duhamel are hard on the eyes, but pull more than just eye candy out of this adventure film. With the supporting cast, holding aces like Jon Voight, John Tuturro and Rachel Taylor the engaging part of this film is it never really allows you to lose interest. This film that will play to an all age's audience and one will be best enjoyed on the big screen.","Jul 3, 2007",9,/10
"i found transformers excellent to watch,it was thrilling and overwhelming it does the impossible by doing things the imagination cannot stand too do i think that transformers has a superb story line and fills you with temptation as you begin to understand the plot and storyline.it was so funny and made me scratch the chair with the temptation.i really liked the movie and i'm shore you all will,i Love the story and think the guy who made it was a talented genius in parts it was too much but it was not that bad it was acceptable in a local society and almost spreads out the tension in the later scenes TRANSFORMERS BEST FILM OF 2007 yours sensirely your movie cridict bob362 if you disagree with my opinions and want to talk about my choice contact me on my msn bob362@hotmail.co.uk","Dec 18, 2007",10,/10
"What a bunch of whiners. Not enough plot, it's not Oscar material, why is John Turturro in it, what's up with the shaky camera, the girl is too skinny, etc. What did you expect from a mindless summer animated action flick designed for teens?? How much of a plot did Close Encounters have? Mashed potatoes, for chrissakes!? I fell asleep in that movie. Is Dustin Hoffman proud of Meet the Fockers?! I hope not; potty humor from the guy who gave us Tootsie??! Just sit back, turn your brain off, and enjoy the action and the humor. Hell, it was funnier than Nacho Libre. Nobody complained that Jon Voight was in it and he's always wide awake and shaven; how'd he manage that??","Oct 17, 2007",8,/10
Rumours about this film started long before it was made. Claims that it was going to be amazing. I can't review the end of th movie as I had to walk out just after half way with boredom. Worst example of CGI trickery and lack of script I have seen. This has such a bad reputation that it should make producers think before relying on special effects to sell a film.The cast are left to goggle at the green screen or whatever was used to put the robots on and then return to wooden interaction. The robots give better performances than the flesh and blood cast usually. The story is taken from the cartoon series which itself was a merchandising tie in. Roots come to earth to continue their battle. The best part of the film is the theme these robots and their origins suddenly takes.,"Apr 2, 2009",2,/10
"When I first saw this motion picture in the theater,I have to say that out of all the movies that I have seen,this one is the best. This film is just like the original series. The Autobots and Decepticons were a whole lot different than the original series. The movie was so great, I had to get this for my collection,and I did. When my sister got me this movie on my 25th Birthday,it was just like seeing the movie in the theater once again. It was really the best once again. I have to say that Peter Cullen does a great job playing the voice of Optimus Prime, just like in the original series and 1986 motion picture. I do feel bad that Frank Welker never to play the role of Megatron just like in the show.But however,this film is really okay. Favorite character I liked in the movie:Optimus Prime,Bumble Bee,and Ratchet. My favorite funny part was when Sam's little dog Mojo did his business on Ironhide's foot. That was the most funniest part I liked in the movie. So in closing,if you have seen this movie in the theater,them you have to see this movie on DVD,and it is the best.","Oct 23, 2007",10,/10
"I have just seen the movie and want to tell about my experience. Visuals effects 10/10 Really really good made. The transformers look and move very very nice. Sound 4/10 The sound effects of the transformers and general quality is fine, but destroyed by teenage popular wannabe rock-music. It's a bit too much high school musical. Not brutal enough, it made the robots seem like delicate women at a tea party.Acting 1/10 It is terrible. Megan fox looks great, but then she opens her mouth and every word just makes her look more and more stupid. Shia Lebeuf or how ever it is spelled acts as if his life depends on it. He simply tries too hard, like the young person he is, is he probably trying to show his best only making it awful. The rest of the characters also overact and this is including the transformers. Especially the twin-transformers act like small children, taking the role as the two stupid sidekicks like in a Disney cartoon.Story 5/10 I am giving it five because it has potential. The movie lacks brutal power. Evil transformers kill and wreck havoc on the world and not ONE drop of blood is in the movie. The childish acting and teenage way the story is told ruins what could have been an insanely good story.Conclusion. If you like unintelligent romantic teenage ""wannabe action"" films(twilight, captain America etc.) this is right up your alley. If you like a good action movie with a serious attitude, don't watch this.","Oct 13, 2012",2,/10
"The film was good at parts but acting wise, it was a big mess.Special effect was awesome, the robots transformation during the climax left me amazed and looking for more.The principal reason i went to see this film was for Megan Fox and God she does look fantastic and really sexy in the film, the only reason for me to give 8*.Shia leboeuf is promising and is one to watch in a near future.....The guy working for the FBI that was stripped was irritating and even the Ministry of Defence was pale in performance and even the final scene with the Army guy on the motorbike was completely out of place and unbelievable.As i said before, watch it for Megan, she's hot.","Jul 28, 2007",8,/10
"First off, Micheal Bay has a way with over dramatic dialog, and many ""Oh no he didn't"" come backs. I absolutely hated Armageddon, and there were some scenes of this film that were just kind of lame. But, that was just the screenplay part. Transformers fans? This will be better than Christmas morning! I'm 23, and obviously had the toys, watched the show, etc. The animation and integration of CGI with live action is ABSOLUTELY STELLAR, MIND NUMBINGLY AMAZING, JAW DROPPING, and the over-all WOW effect was used ENTIRELY too much. I had my jaw drop on several occasions, and just couldn't believe what had been accomplished on film in this piece. The standards have been raised VERY high, and this is the absolute best CGI I've ever seen. (I'm a wanna be animator.) Rewatchability is VERY VERY high on this film. (Although some, not ALL acting was horrible. I hate the whole ""upstage"" the government mentality that Micheal Bay creates in all his films. It's a horrible staple, but he made up for it with the incredible explosions and action. I hate to give this film an 8, but it's a ""get out there immediately and see this film"" 8. If the screenplay had been a little bit less corny, I would have 9'd it.","Jul 2, 2007",8,/10
"I was one of the boys who grew up with Transformers.It was in the beginning of 1990 when Transformers were introduced to China. As a boy from a poor family, my only transformer toy was bumblebee. I used to stand in front of the shop for hours and hours every weekend just looking at the toys until they were all removed from the shops in 1996. It was a dream of a young boy.Now I have huge collection of the G1 toys, however, the feeling was deeply hidden in the heart of the boy until he heard the familiar voice: I'm Optimus Prime.I watched it three times. The return of the transformers means a lot to me.Thank you, Michael Bay.Thank you all who made this movie.","Aug 12, 2007",10,/10
"I'm a fan of the Tranformers cartoon and I have to say that the movie wasn't very good at all. The fight scenes were, honestly, the worst I have ever seen. It was a just a huge mess where no one could really tell what happened. When you have to wait for the movie to come out on DVD and then stop and watch it in slow motion to actually see what happened, that is totally unacceptable. The story was not very well thought out or executed either. This movie was another classic case of the best parts of the movie were in the trailers to lure people in. Megan Fox was probably the biggest reason this movie didn't totally tank at the box office. All the fanboys couldn't get enough of her.","Jun 25, 2009",4,/10
"I have seen all the transformers movies and many iterations of the cartoons too! Artifical intelligence based sentient beings (robots), come to Earth to take refuge as their home cybertron is dying or there is a war going on over there! These fictional movies are not only thought provoking but give us a glimpse intonwhat artificial intelligence based and enhanced robots could become in a couple of years or even in the world of today! The story was the same as good vs evil, no matter what time or place good always triumphs against evil, no matter what the cost. Human beings, the best of all species have a tendency to never give-up, as optimus prime says, till all are one, I liked each and everyone of the movies and cartoon series too.","May 29, 2024",8,/10
,"Dec 12, 2009",1,/10
This movie was overall totally great i love the way that they bring everything together into one thing (the glasses) my favorite part had to have been the part in the beginning of the movie were the windows break on all of the cars. The way they added all of the problems in this movie to end out in a perfect movie is awesome.I have to you people i have seen some pretty hott girls in my life but this one was dang hott. This movie mostly brought attention by its amazing special affects.I mean how could anyone think of to transform these guys perfectly that had to have taken years to figure out.Especially the way they had transformed the all spark from a giant rock to a little cube.,"Nov 24, 2007",9,/10
"If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information. If you write a spoiler without warning readers, your name will be added to a blacklist and all your future comments will be discarded automatically and unread. See the guidelines for more information.","Apr 20, 2009",9,/10
"Now I have to admit, I've never watched a Transformers cartoon in my life, I was in my mid to late teens when they were a hit back in the 80's, only three things were on my mind, Metal, Football and getting laid!! So it must be said that when it was announced that there would be a life action movie of the show I really wasn't that excited or interested, that was until I saw the first trailer which blew me away. It has to be said I don't think you'll have seen special effects that could top these, the robots look astonishing and are, as you would hope and expect the stars of the show.Who cares about lousy dialogue and slightly ropey acting, all I wanted to see was robots kicking ass and smashing thing up and boy do you get it!! The film has quite a long running time of nearly 150 minutes but it zips along at a good pace, you never have to wait to long for an action set piece and there's always the eye candy of Megan Fox to fill in the gaps.Easily the Summer movie of the year, daft, action packed with a good dose of humour, looking forward to part 2 already.....","Oct 1, 2007",8,/10
"I thought the new Transformers movie was sub par. I am confused as to how close to 80,000 people could have voted it a 7.9 when it clearly had many serious flaws: 1. Soundwave (aka Frenzy) was as bad as Jar Jar Binks. Instead of making him a cool spy, like he was in the television show, the makers of the film decided to make a crazy ""Soundwave"" spy. Why? For cheap laughs from tots. 2. The plot could have stretched over 2 to 3 movies, easily. Instead of developing a complex plot and strong characters, the directors relied on action-plot and special effects. 3. Excepting Optimus Prime and perhaps Bumblebee, the other Autobots and all the Decepticons were horribly void of their television personalities. Megatron, Starscream, Ironhide, Jazz (Jazz died! LOL), Ratchet, Barricade and Bonecrusher all came off more as personalityless soldiers who happened to be caught on film while fighting a war. YOu know, those faceless soldiers of WWI and II. Moreover, Megatron and Starscream, two of my favorite characters from the television show, came off as a couple monsters. In the television they were much, much more than that.4. The mechanics of the transformers were too visual. Just like in the new Star Wars movies (metachlorian), Transformers The Movie showed me too much. I didn't want to see every mechanical connection, thanks! Granted, the actual transforming scenes were quite amazing, especially when Bumblebee transformed from robot to a car, but it doesn't make up for the fact that the movie lost a significant portion of the mystique that was present in the cartoon. 5. More annoying comedic relief: specifically the secretary of state and government agents. 6. Although I consider the ""autobots hiding on Sam's house from his parents"" a high-point of the film, I also consider it a low point. For five minutes before the autobots hide on Sam's house they are made to look like a bunch of buffoons. This was especially distressing in relation to Optimus Prime, who is suppose to be the wise leader of the autobots. Instead, he looks like a complete idiot. Optimus Prime, the wise leader of the Autobots, is not smart enough to understand Sam when he says ""hide! my parents will see you!"". Overall, I think this movie is similar to AI. It has many good points that make it watchable, but its bad points prevent it from being a classic. 5/10","Aug 16, 2007",5,/10
"well after a very long time here comes a movie , when i was actually disappointed when the screen flashed interval. everything about this movie is awesome. the CG is state of the art better than lord of the rings or star wars. the plot is beautifully written , you don't have to know about transformer series to enjoy the movie. the narration is god like, i don't know whose voice it is but he can be president of USA. also there is good amount of humour sprinkled through out the movie, and its really funny or should i say witty.there are some sequences where u will actually hold your seats and avoid blinking. the soundtrack is inspiring. overall a very good package from Micheal bay , and even Spielberg appreciated it.this is one of those movies which you would like to add to your collection and wait for the sequel which is being made. better than any james bond movie.","Aug 31, 2007",9,/10
"Bay almost get to screw a movie with giant robots, big guns, cars, fighter aircrafts and beautiful women. His melodrama, with the omnipresent and boring triumphant music, almost made me want to walk away from the movie theater. Bad jokes and some humor parts that can't even be called childish (aka ""plain dumb"") alternate with good action scenes. The (few?) battles are well balanced - you don't get your eyes and ears tired from too much robots and explosions.Fortunately, he didn't screwed everything and the movie is a good eye-candy entertainment.Worth viewing, but still forgettable.","Jan 11, 2010",5,/10
"Its a larger thab life symbol of the entertainment business, hollywood it self has a lot of traditional building from all countries. Furthermore, all super stars from NBA been there for concept too.Transformer is an infamous movie that has been made for several series that is still available for more ongoing stories. With intensive action from in and out. It was truly a masterpiece that in noy just the action but also the art as well. The mosy important thing is that the stunt cost a fortune like vehicles are not a small price.","Nov 29, 2021",9,/10
"Transformers. Ah, the good old care free childhood days. If you ever watched the Transformers growing up, you will not be able to stop grinning throughout this movie. The whole theater was literally clapping at the outcomes of some of the action scenes (I myself don't clap at movies). I read a few critiques of this movie, complaining about the plot, or lack there of.. well if you know the story of the Transformers, then you know exactly what kind of plot to expect, and this movie will not disappoint. You will enjoy the action scenes, the special effects, the sweet cars, and you will even laugh at the humor, which came unexpectedly to me. I would highly recommend this movie to any Transformers fan, I'd even go as far as to say it's a must see for you fans out there.","Jul 3, 2007",9,/10
"WOW!!! What a fantastic movie. Sure a few flaws and goofs, but really a neat movie. The special effects and flow are very well done. Looks like a sequel may be coming, as the ending is like the 1st Star Wars (Episode 4) ending, with Darth's ship still intact at the end of the movie. It is worth to stay during the credits for the entertainment by the parents. Forget the laws of physics in this movie as the Transformers appear to be able to not only change their appearance, but their mass as well. OH? What do they feed on?? They appear to have unlimited energy resources and liquids, but we never see them digest anything to replenish their energy levels. Anyway, why would anyone consider laws of physics when attending this movie anyway --- just enjoy it. The movie is a good the 7th time viewing as it was the 1st time. Fortunately a theater here has $3,$4, $5, and $6 tickets available and every show is in DLP --- WOW!!!!!! If you love science fiction which defies laws of physics, then this is a fantastic movie. A lot of violence, so younger children may not be appropriate viewers.","Aug 9, 2007",10,/10
"good special effects but thats about it, flimsy pointless plot appears to be just a vehicle for the special effects. the main bad point is the script which is terrible and cringe worthy at times, typical American Hollywood sentimental rubbish and the robots are more like power rangers with the stuff they say, like it was written by a 10 year old it started OK then went down hill and by the end it had got so cheesy it was unbearable, the typical 'i love you and i will always love you no matter what happens' type lines spring up, the robots are just as bad and seems to be engaged in power ranger style conversation even when they're fighting using thick American accents, one of them even talks with a African American style...yo brother cut me some slack lol. there's also a lot of product placement in it but i guess they've got to get the money from somewhere. it all ends up so predictably in a big fight yada yada yada... and by the end i didn't care if any of them lived or died just as long as it finished, i fast forwarded the last 10 minutes.don't waste two and a half hour of your life with this.","Mar 11, 2009",3,/10
"Transformers (2007, Dir. Michael Bay)When teenager Sam Witwicky buys his first car, what he doesn't know, is that it's actually an alien robot. This isn't the only alien to arrive on Earth. Optimus Prime and a fellow group of transforming robots have arrived in search of the AllSpark. But, Optimus Prime and his Autobots aren't the only aliens to appear. Megatron and the Decepticons are also searching for the AllSpark, and it would do anything to get it, even if it means destroying the city.If there was ever such a definition for the ultimate male film, then one example would surely be 'Transformers'. It's got cool looking vehicles, the army, a hot girl, explosions, rock music and everything else guys seem to like. This doesn't mean that the female population won't enjoy it. It's an amazing film. The special effects are the highlight with amazing looking robots and some beautiful action scenes. The action on the cinema did make it hard to work out, but once you watch it on a normal TV, it's much more clear whats happening. There are some interesting characters featured too. John Voight brings a character which is nothing like himself, and Shia LaBeouf was perfect casting. This was the film which made me such a fan of his. The running time might be a bit long, but it needs a long running time just to fit in such an incredible story. Be prepared to be blown away!""What's going on?"" - Maggie Madsen (Rachael Taylor) ""You're coming with me."" - Keller (Jon Voight) ""You're going to be my adviser."" - Keller (Jon Voight) ""Me, too?"" - Glen Whitmann (Anthony Anderson) ""Who's this?"" - Keller (Jon Voight) ""He's my adviser."" - Maggie Madsen (Rachael Taylor) ""He comes, too."" - Keller (Jon Voight)","Dec 7, 2007",8,/10
"The thing about Michael Bay's Transformers is that it tries to advertise itself as some kind of epic battle with every 80s kid's favorite robots, but instead we get boring things with humans. We paid to see a giant rock 'em sock 'em robot film with huge battles, not some boring human stuff! To make manners worse, it has a staggering runtime of nearly 2 1/2 hours, and although runtime isn't a huge problem with most films, but in this film with 20% robots and 80% humans, it's too long.What's the story? The fate of humanity is at stake when two races of robots, the good Autobots and the villainous Decepticons, bring their war to Earth. The robots have the ability to change into different mechanical objects as they seek the key to ultimate power. Only a human youth, Sam Witwicky, can save the world from total destruction.I know, I know, tons of audiences appreciate this film, but I'm sorry, I thought it was REALLY bad. The storyline is very uninteresting, and like I said earlier, it tries to be interesting, but most of the time we get Michael Bay's awful choices in directing, ending up to be a more human-driven movie than a robot-driven one. We wanna know about how Optimus Prime, Bumblebee, and more came to life. And that's the sad part, because they don't do a great job at explaining their backstories and they leave it to the sequels to do all that. Actually, scratch that! The SEQUELS don't do that EITHER! They're just rehashes of THIS film! Now, of course, not everything is bad about the film, there are still some exciting action scenes (when we actually get to them, first of all), cool effects, and great work on the sound department. But other than that, it's just a total mess.In conclusion, Transformers is nothing but a giant clash of bad quality. It's got great action, great effects, and great intentions, but other than that, the movie doesn't live up to any massive expectations. I guess if you like the toy brand or the original cartoon, you MIGHT like this movie, but other than that, this is a film to skip. Michael Bay, you've done it again. And don't think that's a positive statement, either.","Oct 17, 2018",4,/10
,"Sep 19, 2021",10,/10
,"Jul 2, 2007",9,/10
"I first heard about Transformers when it was a cartoon so I thought the movie was going like the cartoon or even like the animated movie but I was wrong I went and so this movie in the theatre excited because I like science fiction and action so the two combined makes a hell of a mind blowing movie and what a mind blowing experience Transformers turned out to be. There are great actors such as Shia La Beof and the sexy and beautiful Megan Fox and man is she frigging' hot she made me sweat so much when I look at her. The best things the action sequences when it starts from the beginning to the end! and the bad thing is that some actors such as bernie only had a few minutes in the movie so he could have made it more funnier for longer but hey what could you do. What ever you do don't miss this astonishing movie on any account. Finally if like hot acteresses, cool cars and breath taking action then you won't be disappointed by this magnificent master piece that is from one the masters of action Michael Bay. All you need to do is sit back and enjoy!","Jan 11, 2008",10,/10
"The idea of a Transformer film isn't really such a bad one. There's so much potential for eye-popping action and there's a cool sci-fi element to the franchise. I remember the cartoon and the toys. I kinda liked them. This could be alright! Whoops, Michael Bay directed it? Oh well, forget any hopes.Seriously though, there is absolutely no substance whatsoever. I'm not expecting The Godfather, but I'm expecting a film that's entertaining beyond robots fighting and things blowing up. I mean, it tries to pass cheesy jokes and bad references as some sort of charm. And I don't care about Shia LeBeouf or his love interest... who doesn't do anything. Hooray for strong female characters. I can't even remember their names. Really, absolutely awful.","Feb 27, 2010",1,/10
